SMILES,logP,logD,logS,pKa_total,pKa_acid,pKa_base,Caco2_r,hPPB,rPPB,CYP1A2i_r,CYP2C9i_r,CYP2C19i_r,CYP3A4i_r,CYP2D6i_r,hCLint,MkCLint,dCLint,rCLint,mCLint,VDss,rCLtot,hCLtot
O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,,3.85,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1)c1cn2cc(-c3ccccn3)ccc2n1,,3.65,,,,,,,,,5.07,,,,,,,,,,,
O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCC(O)c2ccc(O)c3[nH]c(=O)ccc23)CC1,,2.16,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1-c1nc(C2CCC2)cs1)OCC1CCNCC1,,4.41,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)nc1,,2.4,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1-n1ccnc1)c1cnc(-c2ccccc2)s1,,2.5,,,,,,,,,,,5.7,,,,,,,,,
O=C(Nc1ccccc1B(O)O)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,,3.2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Br)Nc1ccc(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Br,,2.28,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Br)Nc1ccc(Cl)c(Cl)c1O,,4.02,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1CNC(=O)c1ccc(Cl)s1)c1ccc(N2CCOCC2=O)cc1,,2.8,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,,4.25,,,,,,,,,,,,,4.653212514,,4.812913357,,,,,
O=C(Nc1ccccc1Cl)N1CCN(c2nc(-c3ccc4ccccc4n3)no2)CC1,,2.95,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)Nc1cc(Cl)c(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Cl,,3.2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)Nc1cc(F)c(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Cl,,3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Br,,2.17,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Cl,,2.27,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)c1cc[nH]n1,,2.58,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1O)c1cc([N+](=O)[O-])ccc1Cl,,2.49,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,,2.3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccn1)C(CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,,2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,,4.24,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccn1)c1ccc2c(C(=O)O)ccc(O)c2n1,,1.2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccn1)c1ccccc1,,2.2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccnc1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,,6.3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccnc1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,,6.3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccnc1)c1ccc(CNS(=O)(=O)c2ccc(N3CCOCC3)cc2)cc1,,2.6,,,,,,1.881954971,,,,,,,,,,,,,,
O=C(Nc1cccnc1C(=O)NCC1CCOCC1)c1ccc2ncsc2c1,,3.5,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccnc1C(=O)NCC1CCOCC1)c1cccc2c1OCCO2,,3.8,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,,3.4,,,,,,1.978180517,1.982271233,,,,,,,,,,,,,
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,,3.4,,,,,,1.978180517,1.981818607,,,,,,,,,,,,,
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,,3.4,,,,,,1.977723605,1.982271233,,,,,,,,,,,,,
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,,3.4,,,,,,1.977723605,1.981818607,,,,,,,,,,,,,
O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(Cl)cccc1Cl,,2.9,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccnc(Nc2ccnc(N3CCC(O)CC3)n2)c1)c1c(Cl)cccc1Cl,,4.7,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,,2.2,,,,,,,,,,,5.33,,,,,,,,,
O=C(Nc1ccncc1)c1cccc2ccccc12,,3.1,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccncc1)c1cn(Cc2ccc(Cl)c(Cl)c2)c(=O)c2cnn(C3CCNCC3)c12,,1.8,,,,,,,,,5.23,4.66,5.16,5.8,,,,,,,,
O=C(Nc1ccnnc1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,,5.4,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CC(F)(F)C2)ccc1OCc1ccccc1,,5.1,,,,,,,,,,,,,3.977723605,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CC(F)C2)ccc1OCc1ccccc1,,4.4,,,,,,,,,,,,,4.071882007,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCC(CO)CC2)ccc1OCc1ccccc1,,3.5,,,,,,,,,,,,,3,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCC(F)CC2)ccc1OCc1ccccc1,,5.1,,,,,,,,,,,,,3.740362689,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCC(O)CC2)ccc1OCc1ccccc1,,3.2,,,,,,,,,,,,,2.77815125,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCCC2)ccc1OCc1ccccc1,,6.1,,,,,,,,,,,,,3.991226076,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCCCC2)ccc1OCc1ccccc1,,6.3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCNCC2)ccc1OCc1ccccc1,,1.9,,,,,,,,,,,,,2.602059991,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1,,4.1,,,,,,,,,,,5.2,,3.322219295,,,,,,,
O=C(Nc1ccnnc1)c1cc(N2CC3COCC3C2)ccc1OCc1ccccc1,,4.5,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccsc1-c1nc(=O)c(O)c(C(=O)O)[nH]1)OCCc1ccccc1,,-0.43,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnc(OC2CCC(C(=O)O)CC2)cc1F)c1nnc(Nc2cc(F)c(F)cc2F)o1,,1.6,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CC1CC1C2,,2.25,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC(F)(F)C2,,3.8,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC1(CC1)C2,,3.9,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC1(CCOC1)C2,,2.2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnn(Cc2ccccc2)c1)c1[nH]nc2c1CCC1(COC1)C2,,2.4,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnn2cccnc12)C1CCCCC1C(=O)c1ccc(-c2cc[nH]n2)cc1,,2.9,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(N2CCC(C(=O)O)C2)nc1,,1.21,,,,,-5.3467875,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(N2CCC(C(=O)O)CC2)nc1,,1.83,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,,2.94,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCC(c3nn[nH]n3)CC2)c(Cl)c1,,3.24,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCCC(C(=O)O)C2)c(Cl)c1,,2.94,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCNC(C(=O)O)C2)c(Cl)c1,,1.88,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2cccc(OC(F)(F)F)c2F)cs1)c1ccc(Nc2cc(N3CC(O)C3)ncn2)cc1,,4.61,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2ccccc2)cs1)c1cccnc1,,3.62,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2ccccn2)cs1)c1cncn1-c1ccccc1,,3.39,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cs1)c1ccc(Cl)cc1,,2.2,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cs1)c1ccc(Cl)s1,,2.1,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1,,1.94,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2ccccc2[nH]1)c1ccc2c(C(=O)O)ccc(O)c2n1,,2.7,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,,3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,,3.3,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ncc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,,3.245,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,,2.55,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nccs1)c1ccccc1,,2.43,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nccs1)c1cccnc1,,2.25,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O,,0.67,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nnc(-c2ccc(Cl)cc2)o1)c1cccc(C(F)(F)F)c1,,4.51,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,,1.91,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,,1.02,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(C2c3ccc(O)cc3CCN2Cc2ccccc2)cc1,,2.2,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(C2c3ccc(O)cc3CCN2c2ccc(OC(F)(F)F)cc2)cc1,,3.7,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(C2c3ccc(O)cc3CCN2c2ccccc2)cc1,,2.4,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccc(C(F)(F)F)cc3)c(=O)oc3cc(O)ccc23)cc1,,2.6,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccc(Cl)cc3)c(=O)oc3cc(O)ccc23)cc1,,2.4,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccc(F)cc3F)c(=O)oc3cc(O)ccc23)cc1,,1.7,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc3cc(F)ccc23)cc1,,2.5,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc3cc(O)ccc23)cc1,,2.8,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc3ccccc23)cc1,,2.8,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3cccc(OC(F)(F)F)c3)c(=O)oc3cc(O)ccc23)cc1,,2.9,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc(Cc2c(-c3ccccc3)c(=O)oc3cc(O)ccc23)cc1,,1.5,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1ccc2cccc(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)c2n1,,0.34,,,,,,,,,,,,,,,,,,,,
O=C(O)C=Cc1cccc(-c2cnc3[nH]ccc3c2)c1,,0.58,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)CC(=O)c1cc(C2CCCCC2)ccc1C1CCCCC1,,2.6,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)CC(=O)c1ccccc1,,-1.73,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)NCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,,0.81,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2)cc1,,1.97,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Br)cc1,,2.28,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Cl)cc1,,1.84,,,,,,,,,,,,,,,,,,,,
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2F)cc1,,1.81,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.88,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.79,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1,,1.9,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,,2.6,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.69,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,,0.8,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.5,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.59,,,,,,,,,,,,,,,,,,,,
O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.155,,,,,,,,,,,,,,,,,,,,
O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.23,,,,,,,,,,,,,0.77815125,,,,,,,
O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,,2.6,,,,,,,,,,,,,,,,,,,,
O=C(O)C(c1ccccc1)N1CCOC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,,1.71,,,,,,,,,,,,,,,,,,,,
O=C(O)C1(CNc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,,1.33,,,,,,,,,,,,,,,,,,,,
O=C(O)C1(COc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,,1.35,,,,,,,,,,,,,,,,,,,,
O=C(O)C1(COc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CCC1,,1.24,,,,,,,,,,,,,,,,,,,,
O=C(O)C1(COc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)COC1,,1.16,,,,,,,,,,,,,,,,,,,,
O=C(O)C1(c2ccc(-c3ccc(Cn4cc(O)n(-c5ccccc5)c4=O)cc3)cc2)CC1,,1.5,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Nc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)C1,,1.29,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Oc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)C1,,1.16,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC1COc1ccc(-c2ccc(-c3nc4cc(Cl)ccc4[nH]3)cn2)cn1,,1.19,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC(CC(=O)N2CCc3c(n(Cc4ccc(F)cc4F)c4ncccc34)C2)CC1,,1.255,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)CC1,,1.26,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC(NC(=O)C(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)CC1,,2.49,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC(Nc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,,1.37,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC(Oc2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,,1.405,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)CO1,,1.54,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,,1.52,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCCCC1Nc1ccc(-c2ccc(-c3nc4cc(Cl)ccc4[nH]3)cn2)cn1,,1.51,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,,1.14,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCCc2c1[nH]c1ccc(Cl)cc21,,0.36,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCN(CCOc2ccc(C3CCC4(CC3)OOC3(O4)C4CC5CC(C4)CC3C5)cc2)CC1,,3.8,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCN(c2ccc(Cl)c(C(F)(F)F)c2)C1,,1.5,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CCN1CC(O)Cn1ccnc1[N+](=O)[O-],,-2.02,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(COc2cccc(F)c2)CN1,,-0.3,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Cc2cccc(F)c2)CN1,,0.1,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Cc2ccccc2Cl)CN1,,0.6,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(OCc2ccc(Cl)cc2)CN1,,-0.2,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Oc2ccc(Cl)c(F)c2)CN1,,0.1,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Oc2ccc3c(c2)OCC3)CN1,,-0.1,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Oc2cccc(Cl)c2)CN1,,-0.1,,,,,,,,,,,,,,,,,,,,
O=C(O)C1CC(Sc2cccc(Cl)c2)CN1,,0.3,,,,,,,,,,,,,,,,,,,,
O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,,0.78,,,,,,,,,,,,,,,,,,,,
O=C(O)C1C(c2ccc(I)cc2)CC2CCC1N2CC=CI,,0.8,,,,,,,,,,,,,,,,,,,,
O=C(O)C1C2CN(c3ccc(C(=O)N4CCC(c5cccnc5)C4)c(SC4CCCC4)n3)CC21,,1.2,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(=O)NC1c2ccccc2CC1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,,1.18,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(CC1CCCC1)C(=O)N(c1nc(-c2ccccc2-c2ccc(-n3cccn3)nc2)cs1)C1CC1,,3.1,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(CN1CCC(CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2ccnc2)c1,,1.97,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(Cc1ccccc1)C(=O)N(c1nc(-c2cc(Cl)ccc2Cl)cs1)C1CC1,,3,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(Cc1ccccc1)C(=O)N(c1nc(-c2ccccc2Cl)cs1)C1CC1,,2.3,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(NS(=O)(=O)c1ccc2ccccc2c1)C(=O)NCCc1ccccc1,,-0.91,,,,,,,,,,,,,,,,,,,,
O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,,0.55,,,,,,,,,,,,,,,,,,,,
O=C(O)CC12CCC(c3ccc(-c4ccc(Nc5nnc(C6CCC6)o5)cc4)cc3)(CC1)CO2,,2.4,,,,,,,,,,,,,,,,,,,,
O=C(O)CC12CCC(c3ccc(-c4ccc(Nc5nnc(C6CCC6)o5)cn4)cc3)(CC1)CO2,,1.5,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1CCC2(CC1)CCN(c1ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cn1)CC2,,1.76,,,,,,,,,4.97,,5.19,,,,,,,,,
O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)O1,,1.55,,,,,,,,,4.4,,,,,,,,,,,
O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,,1.52,,,,,,,,,4.69,,4.88,,,,,,,,,
O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,,1.52,,,,,,,,,4.69,,4.71,,,,,,,,,
O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,,1.52,,,,,,,,,4.59,,4.88,,,,,,,,,
O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,,1.52,,,,,,,,,4.59,,4.71,,,,,,,,,
O=C(O)CC1CCN(c2ccc(-c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)cn2)CC1,,1.48,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1CCOC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)C1,,1.46,,,,,,,,,4.34,,,,,,,,,,,
O=C(O)CC1CCOC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)C1,,1.46,,,,,,,,,4.46,,,,,,,,,,,
O=C(O)CC1COC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)C1,,1.51,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1COc2cc(OCc3cccc(-c4ccc5sccc5c4)c3)ccc21,,3.97,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1COc2cc(OCc3cccc(-c4csc5ccccc45)c3)ccc21,,3.99,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1COc2cc(OCc3cn(-c4c(Cl)cccc4Cl)nn3)ccc21,,1.96,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1COc2cc(OCc3cn(-c4cccc(Cl)c4)nn3)ccc21,,1.09,,,,,,,,,,,,,,,,,,,,
O=C(O)CC1c2ccc(C(F)(F)F)nc2NCCN1C(=O)Cc1cccc(Oc2ccccc2)c1,,1.2,,,,,,,,,,,,,,,,,,,,
O=C(O)CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,,-1.27,,,,,,,,,,,,,,,,,,,,
O=C(O)CCC(=O)NCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,,1.9,,,,,,,,,,,,,,,,,,,,
O=C(O)CCC(=O)Nc1[nH]nc2cc(Cl)ccc12,,1,,,,,,,,,,,,,,,,,,,,
O=C(O)CCC(NC(=O)NC(CCCCNC(=O)Cn1cc(I)nn1)C(=O)O)C(=O)O,,3.23,,,,,,,,,,,,,,,,,,,,
O=C(O)CCC(NC(=O)NC(CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O,,-2.91,,,,,,,,,,,,,,,,,,,,
O=C(O)CCC(NC(=O)NC(CSc1cc(O)n(CCCCC(NC(=O)CNC(=O)c2cccc(I)c2)C(=O)O)c1O)C(=O)O)C(=O)O,,-1.97,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCCC(=O)N1CCc2c(n(Cc3cccc(F)c3)c3ncccc23)C1,,0.51,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,,2.26,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,,-1.3,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,,-1.3,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCCOc1ccc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,,4,,,,,,,,,,,,,,,,,,,,
O=C(O)CCCCn1nnc(-c2ccc(C(=O)N3CCC(N4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)CC3)cc2)n1,,1.6,,,,,,,,,,,,,,,,,,,,
