SMILES
CC(C)N1CCC(CC1)Nc2nc(nc3cc(CCCN(C)C)c(F)cc23)C4CCCCC4
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4C[C@@H](O)CN5CCN(CC5)S(=O)(=O)C
OC[C@H]1O[C@H](OCc2ccccc2)[C@@H](O)[C@@H](O)[C@@H]1O
COc1ccc(C=NNc2ncnc3c4ccccc4[nH]c23)cc1OC
CCCN(CC1CC1)c2nc(C)nc(C(=O)c3c(OC)cc(OC)cc3OC)c2C
COC(=O)[C@]1(O)C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35
OC(=O)CN(C1CCCC1)C(=O)CNC(=O)c2cc3cc(Cl)ccc3[nH]2
Cc1ccccc1c2ncnn2c3sc4CCCCCc4c3C#N
O=C1NN=C(C2CC12)c3ccc(OC4CCN(CC4)C5CCC5)cc3
CN1N=C(C=CC1=O)N2CCC(CC2)OC(=O)N3CCN(CC3)C4CCC4
Fc1ccc(cc1)n2cc(cn2)c3cccn4nc(Nc5ccc(cc5)C6CCNCC6)nc34
CN1C(CN(CC2CCC2)C1=O)C(=O)NCc3ccc(Cl)cc3Cl
NCCNC(=O)c1cncc(c1)c2cnc(Nc3cc(CN4CCOCC4)ccn3)s2
Cc1cccc(c1)c2sc(C)nc2C(=O)N3CCC[C@H]3Cc4ccc(C)c(Cl)c4
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccn3nc(N)nc3c2
CC(C)NC(=N)c1ccc2cc(oc2c1)c3ccc(OCCCCCOc4ccccc4)cc3
C[C@@H](NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N[C@H]2Cc3ccc4ccccc4c3CN(CC(=O)N)C2=O
CCC(c1cn(C)c2cc(ccc12)C(=O)NS(=O)(=O)C3CC3)C(C)(C)C
Cc1cc(NC(=O)c2sccc2C)n(n1)c3nc4ccccc4[nH]3
NC1CCN(CC1)c2ccc3[nH]nc(c3c2)S(=O)(=O)c4cccc5ccccc45
Cc1c2ccccc2n(C)c3c4ccccc4nc13
CC1=C(CCOc2ccccc2)C(=C(Cl)C(=O)N1)Oc3cc(Cl)cc(c3)C#N
OC1=C(C(=O)N(Cc2ccc(F)cc2)n3cccc13)C4=NS(=O)(=O)c5cc(ccc5N4)C6CCCS6(=O)=O
NCCc1c[nH]c2ccc(O)cc12
COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)c3ccccc3)cc1
CCCCCOc1c(OC)ccc2C=C(C(=O)NCCc3ccccc3)C(=O)Nc12
COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)Cc4cc5OCOc5cc24
CC(C)c1cc2CC[C@H]3C(C)(C)CCC[C@]3(C(=O)NCCO)c2c(O)c1O
CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)c6nonc6N
Oc1ccc(cc1)C2CCN(CC2(F)F)[C@@H]3CCN(Cc4ccc(Cl)c(F)c4)C3=O
O[C@@H]1[C@H](CN2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)CCc5ccccc15
COc1cc(OC)c(NC(=O)CCN2C=Nc3onc(c4ccc(F)cc4)c3C2=O)cc1Cl
O=C(COc1ccccc1)Nc2nc3nn(CCCc4ccccc4)cc3c5nc(nn25)c6occc6
CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccnc(C)c3)c2)c4cncnc14
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl
Nc1nc2c(cnn2CCN3CCN(CC3)c4ccc(F)c(F)c4)c5nc(nn15)c6occc6
COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1
Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C
OP(=O)(O)C(Nc1ccccn1)P(=O)(O)O
COc1cc(OC)nc(Oc2cccc(c2C(=O)O)C(F)(F)F)n1
Cc1ccc(cc1)n2c(Cc3cccn3C)nnc2SCC(=O)NCc4ccc5OCOc5c4
